item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Mi Rincón en la Montaña","Jean Craighead George",Jean,George,9780590068857,0590068857,"Back Cover: Hastiado de vivir en un apartamento de una ciudad populosa, Sam Gribley se refugia en la soledad de las Montanas Catskill para comenzar una vida nueva. Con la ayuda de un cortaplumas, una pelota de corcho, cuarenta dolares y unas piezas de acero y pedernal, debe confiar para sobrevivir en su propio ingenio y recursos que le ofrece la tierra. Solo en la montana, Sam descubre el valor, el peligro y el verdadero significado de la palabra ""camaraderia"". Mi Rincon en la montana es un vivido relato del ano que cambia la vida de Sam.",Scholastic,1996-01-01,fiction,"adventure, fiction, spanish",,5.00,180,,,,,,,,,," Not begun"," "," ",2022-08-08,1
book,"Pygmalion (Penguin Classics)","George Bernard Shaw",George,Shaw,9780141439501,0141439505,"Shaw wrote the part of Eliza Doolittle—'an east-end dona with an apron and three orange and red ostrich feathers'—for Mrs Patrick Campbell, with whom he had a passionate but unconsummated affair. From the outset the play was a sensational success, although Shaw, irritated by its popularity at the expense of his artistic intentions, dismissed it as a potboiler. The Pygmalion of legend falls in love with his perfect female statue and persuades Venus to bring her to life so that he can marry her. But Shaw radically reworks Ovid's tale to give it a feminist slant: while Higgins teaches Eliza to speak and act like a duchess, she also asserts her independence, adamantly refusing to be his creation. A brilliantly witty exposure of the British class system, it is, as Nicholas Grene comments in his Introduction, 'the wonderful inventiveness of its comedy, the force of what it still has to say to us, and the light playfulness of tone with which it is said', that ensures that Pygmalion continues to entertain us.","Penguin Classics",2003-02-04,Fiction,"drama, fiction, hs",,5.00,176,,,,,,,,,," Not begun"," "," ",2022-08-08,1
book,"Fifty Challenging Problems in Probability with Solutions (Dover Books on Mathematics)","Frederick Mosteller",Frederick,Mosteller,9780486653556,0486653552,"Can you solve the problem of &quot;The Unfair Subway&quot;? Marvin gets off work at random times between 3 and 5 p.m. His mother lives uptown, his girlfriend downtown. He takes the first subway that comes in either direction and eats dinner with the one he is delivered to. His mother complains that he never comes to see her, but he says she has a 50-50 chance. He has had dinner with her twice in the last 20 working days. Explain. Marvin&#039;s adventures in probability are one of the fifty intriguing puzzles that illustrate both elementary ad advanced aspects of probability, each problem designed to challenge the mathematically inclined. From &quot;The Flippant Juror&quot; and &quot;The Prisoner&#039;s Dilemma&quot; to &quot;The Cliffhanger&quot; and &quot;The Clumsy Chemist,&quot; they provide an ideal supplement for all who enjoy the stimulating fun of mathematics. Professor Frederick Mosteller, who teaches statistics at Harvard University, has chosen the problems for originality, general interest, or because they demonstrate valuable techniques. In addition, the problems are graded as to difficulty and many have considerable stature. Indeed, one has &quot;enlivened the research lives of many excellent mathematicians.&quot; Detailed solutions are included. There is every probability you&#039;ll need at least a few of them.","Dover Publications",1987-05-01,Mathematics,"mathematics, probability, problems",,5.00,96,,,,,,,,,," Not begun"," "," ",2022-12-04,1
book,"How to Talk So Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7","Joanna Faber, Julie King",Joanna,Faber,9781501131639,150113163X,"A must-have resource for anyone who lives or works with young kids, with an introduction by Adele Faber, coauthor of How to Talk So Kids Will Listen &amp; Listen So Kids Will Talk, the international mega-bestseller The Boston Globe dubbed “The Parenting Bible.”For over thirty-five years, parents have turned to How to Talk So Kids Will Listen &amp; Listen So Kids Will Talk for its respectful and effective solutions to the unending challenges of raising children. Now, in response to growing demand, Adele’s daughter, Joanna Faber, along with Julie King, tailor How to Talk’s powerful communication skills to children ages two to seven. Faber and King, each a parenting expert in her own right, share their wisdom accumulated over years of conducting How To Talk workshops with parents and a broad variety of professionals. With a lively combination of storytelling, cartoons, and fly-on-the-wall discussions from their workshops, they provide concrete tools and tips that will transform your relationship with the young kids in your life. What do you do with a little kid who…won’t brush her teeth…screams in his car seat…pinches the baby...refuses to eat vegetables…throws books in the library...runs rampant in the supermarket? Organized according to common challenges and conflicts, this book is an essential emergency first-aid manual of communication strategies, including a chapter that addresses the special needs of children with sensory processing and autism spectrum disorders. This user-friendly guide will empower parents and caregivers of young children to forge rewarding, joyful relationships with terrible two-year-olds, truculent three-year-olds, ferocious four-year-olds, foolhardy five-year-olds, self-centered six-year-olds, and the occasional semi-civilized seven-year-old. And, it will help little kids grow into self-reliant big kids who are cooperative and connected to their parents, teachers, siblings, and peers.",Scribner,2017-01-10,Parenting,"family, parenting",,10.00,432,,,,,,,,,," Not begun"," "," ",2022-12-04,1
book,"The Penguin Book of Japanese Verse (Unesco Collection of Representative Works Japanese Series)",Various,Various,Various,9780141190945,0141190949,"The definitive anthology-unrivalled in scope and content  A millennium and a half old, Japan&#039;s poetry is widely known and loved around the world. Covering the earliest primitive period through the Nara, Heian, Kamakura, Muramachi, and Edo periods, right up to the modern day, The Penguin Book of Japanese Verse contains more than 700 poems, including short forms such as tanka and haiku, as well as folk-poetry, and more complex verse with which Western readers may be less familiar. Whether read for pleasure or scholarship, this accessible translation displays the full wit, sorrow, and subtlety of Japanese poetry and will remain the authoritative volume for years to come.","Penguin Classics",2009-12-29,Fiction,"anthology, fiction, japanese, poetry",,15.00,352,,,,,,,,,," Not begun"," "," ",2022-12-04,1
book,"The Game Master's Book of Traps, Puzzles and Dungeons","Jeff Ashworth, Kyle Hilton (Illustrator), Jasmine Bhullar (Contribution by)",Jeff,Ashworth,9781948174985,1948174987,"The Game Master's Book of Traps, Puzzles and Dungeons provides GMs with endless options for populating their adventures with challenging riddles, puzzles, spiked pits, Rube Goldberg-style deathtraps and much more - everything they need to push player character to their limit and bring new levels of excitement (and anxiety) to their game play. Whether part of a pre-planned adventure or a random encounter, these brain teasers, puzzles and traps will make every dungeon crawl, fortress break-in, or temple sacking that much more fun. GMs will find more than 60 challenging puzzles, 60 unique traps and 50 modular dungeon chambers, each with its own set of possible encoounters, meaning GMs can generate a fully-functional (or completely dilapidated) dungeon in a few rolls of a dice. With intricate technical illustrations, beautifully rendered top-down location maps and three one-shot adventures, written by RPG inflencers including Jasmine Bhullar and the creators of the Three Black Halflings podcast, The Game Master's Book of Traps, Puzzles and Dungeons is the ideal tool for any GM hoping to put the fun back in fun-geon*. *not a word.","Topix Media Lab",2022-06-21,D&amp;D,"fantasy, fiction, reference, rpg",,20.00,256,,,,,,,,,," Not begun"," "," ",2022-12-04,1
book,"The Game Master's Book of Random Encounters","Michael Shea (Introduction by), Jeff Ashworth, Jasmine Kalle (Illustrator)",Michael,Shea,9781948174374,1948174375,"For many tabletop RPG players, the joy of an in-depth game is that anything can happen. Typical adventure modules include a map of the adventure's primary location, but every other location?whether it's a woodland clearing, a random apothecary or the depths of a temple players elect to explore?has to be improvised on the fly by the Game Master. As every GM knows, no matter how many story hooks, maps or NPCs you painstakingly create during session prep, your best-laid plans are often foiled by your players' whims, extreme skill check successes (or critical fails) or their playful refusal to stay on task. In a game packed with infinite possibilities, what are GMs supposed to do when their players choose those for which they're not prepared? The Game Master's Book of Random Encounters provides an unbeatable solution. This massive tome is divided into location categories, each of which can stand alone as a small stop as part of a larger campaign. As an example, the ""Taverns, Inns, Shops &amp; Guild Halls"" section includes maps for 19 unique spaces, as well as multiple encounter tables designed to help GMs fill in the sights, sounds, smells and proprietors of a given location, allowing for each location in the book to be augmented and populated on the fly while still ensuring memorable moments for all your players. Each map is presented at scale on grid, enabling GMs to determine exactly where all of the characters are in relation to one another and anyone (or anything) else in the space, critical information should any combat or other movement-based action occur. Perhaps more useful than its nearly 100 maps, the book's one-shot generator features all the story hooks necessary for GMs to use these maps as part of an interconnected and contained adventure. Featuring eight unique campaign drivers that lead players through several of the book's provided maps, the random tables associated with each stage in the adventure allow for nearly three million different outcomes, making The Game Master's Book of Random Encounters an incredible investment for any would-be GM. The book also includes a Random NPC Generator to help you create intriguing characters your players will love (or love to hate), as well as a Party Makeup Maker for establishing connections among your PCs so you can weave together a disparate group of adventurers with just a few dice rolls. Locations include taverns, temples, inns, animal/creature lairs, gatehouses, courts, ships, laboratories and more, with adventure hooks that run the gamut from frantic rooftop chases to deep cellar dungeon-crawls, with a total of 97 maps, more than 150 tables and millions of possible adventures. No matter where your players end up, they'll have someone or something to persuade or deceive, impress or destroy. As always, the choice is theirs. But no matter what they choose, with The Game Master's Book of Random Encounters, you'll be ready.","Topix Media Lab",2020-09-15,D&amp;D,"fantasy, fiction, reference, rpg",,20.00,256,,,,,,,,,," Not begun"," "," ",2022-12-04,1
book,"The Study Quran","Seyyed Hossein Nasr, Caner K. Dagli, Maria Massi Dakake, Joseph E. B. Lumbard, Mohammed Rustom",Seyyed,Nasr,9780062227621,0062227629,"An accessible and accurate translation of the Quran that offers a rigorous analysis of its theological, metaphysical, historical, and geographical teachings and backgrounds, and includes extensive study notes, special introductions by experts in the field, and is edited by a top modern Islamic scholar, respected in both the West and the Islamic world. Drawn from a wide range of traditional Islamic commentaries, including Sunni and Shia sources, and from legal, theological, and mystical texts, The Study Quran conveys the enduring spiritual power of the Quran and offers a thorough scholarly understanding of this holy text. Beautifully packaged with a rich, attractive two-color layout, this magnificent volume includes essays by 15 contributors, maps, useful notes and annotations in an easy-to-read two-column format, a timeline of historical events, and helpful indices. With The Study Quran, both scholars and lay readers can explore the deeper spiritual meaning of the Quran, examine the grammar of difficult sections, and explore legal and ritual teachings, ethics, theology, sacred history, and the importance of various passages in Muslim life. With an introduction by its general editor, Seyyed Hossein Nasr, here is a nearly 2,000-page, continuous discussion of the entire Quran that provides a comprehensive picture of how this sacred work has been read by Muslims for over 1,400 years.","HarperCollins Publishers",2015-11-17,religion,"reference, religion","Digital PDF exists",60.00,2048,,,,,,,4.5,,," Not begun"," "," ",2021-01-01,1
book,"Bea Wolf","Zach Weinersmith, Boulet (Illustrator)",Zach,Weinersmith,9781250776297,1250776295,"A modern middle-grade graphic novel retelling of Beowulf, featuring a gang of troublemaking kids who must defend their tree house from a fun-hating adult who can instantly turn children into grown-ups.

Listen! Hear a tale of mallow-munchers and warriors who answer candy’s clarion call!

Somewhere in a generic suburb stands Treeheart, a kid-forged sanctuary where generations of tireless tykes have spent their youths making merry, spilling soda, and staving off the shadow of adulthood. One day, these brave warriors find their fun cut short by their nefarious neighbor Grindle, who can no longer tolerate the sounds of mirth seeping into his joyless adult life.

As the guardian of gloom lays siege to Treeheart, scores of kids suddenly find themselves transformed into pimply teenagers and sullen adults! The survivors of the onslaught cry out for a savior―a warrior whose will is unbreakable and whose appetite for mischief is unbounded.

They call for Bea Wolf.","First Second",2023-02-21,fiction,"fiction, graphic novel",,20.00,208,,,,,,,,,," Not begun"," "," ",2023-07-15,1
book,"What If? 2","Randall Munroe",Randall,Munroe,9780525537113,0525537112,"The #1 New York Times bestselling author of What If? and How To provides his best answers yet to the weirdest questions you never thought to ask The millions of people around the world who read and loved What If? still have questions, and those questions are getting stranger. Thank goodness xkcd creator Randall Munroe is here to help. Planning to ride a fire pole from the moon back to Earth? The hardest part is sticking the landing. Hoping to cool the atmosphere by opening everyone’s freezer door at the same time? Maybe it’s time for a brief introduction to thermodynamics. Want to know what would happen if you rode a helicopter blade, built a billion-story building, made a lava lamp out of lava, or jumped on a geyser as it erupted? Okay, if you insist. Before you go on a cosmic road trip, feed the residents of New York City to a T. rex, or fill every church with bananas, be sure to consult this practical guide for impractical ideas. Unfazed by absurdity, Randall consults the latest research on everything from swing-set physics to airplane-catapult design to clearly and concisely answer his readers’ questions. As he consistently demonstrates, you can learn a lot from examining how the world might work in very specific extreme circumstances. Filled with bonkers science, boundless curiosity, and Randall’s signature stick-figure comics, What If? 2 is sure to be another instant classic adored by inquisitive readers of all ages.",Penguin,2022-09-13,Science,"pop science, science",,20.00,320,,,,,,,,,," Not begun"," "," ",2023-07-29,1
book,"Points of Departure","James Moffett",James,Moffett,,0451627288,"This richly diverse collection presents the apprentice writer with an overview of the entire range of prose craftsmanship. Chosen to illustrate the various prose techniques that define non-fiction writing, this entertaining sampler includes letters of Jane Austen, the satire of Jonathan Swift, biography by Virginia Woolf, ""New Yorker"" reportage, a George Orwell essay, and history by Arnold Toynbee. From simple chronicles to theoretical essays, these pieces reveal the continuous process by which authors transform their experience into prose - and the choices they make in pursuing the craft of writing. As editor James Moffett writes, this unique anthology is intended for ""that inner author in everyone who is constantly fashioning knowledge from experience and who at any moment can go to paper.""","Penguin Books, Ltd.",1985-01-01,Anthology,"anthology, collection, non-fiction",,5.00,498,,,,,,,,,," Not begun"," "," ",2023-07-29,1
book,"＜竹书纪年＞解谜 The Riddle of the Bamboo Annals",倪德卫,倪德卫,倪德卫,9787532575756,,"《＜竹书纪年＞解谜》内容主要涉及《竹书纪年》。《竹书纪年》记两卷，以编年为体，记载中国上古北方君王世系，从皇帝到战国时期魏国魏襄王为止。学界一般称此为“今本”，而“古本”，则指从古代典籍、古书注释中汇辑原本《竹书纪年》佚文而成的本子。18世纪以来，一般斥“今本”《竹书纪年》为伪书。《＜竹书纪年＞解谜》通过考古学、古文字学、天文学等多方面信息来分析“今本”之价值，并对今本《竹书纪年》进行剖析论证，从而得出其并非伪书的结论。

倪德卫（1923年1月——2004年10日），西方汉学研究泰斗，美国斯坦福大学荣休讲座教授。1940年考入哈佛大学，受业於华裔着名学者洪业和杨联陞两位先生，跟随他们学习中国史学和中国哲学史，并研修西方哲学。自1948年开始在美国斯坦福大学任教，教授中西哲学和古代汉语。任WalterY.Evans-Wentz东方哲学、宗教与伦理学讲座教授，并为哲学系、宗教系、亚洲语文系三系合聘教授。还担任过斯坦福大学哲学系主任、亚洲语文系代主任。

代表作《章学诚的生平与思想》。着有论文集《儒学之道：中国哲学之探讨》（1996年），另有祝寿文集《中国语言、思想和文化：倪德卫与他的评论者》。2009年出版英文版《竹书纪年解谜》。",上海古籍出版社,2015-06-01,History,"china, chinese, history","Gift from my cousin. Bought in China.",30.00,400,,,,,,,,,," Not begun"," "," ",2023-07-30,1
book,"CRC Standard Mathematical Tables and Formulas, 33rd Edition","Daniel Zwillinger",Daniel,Zwillinger,9781498777810,1498777813,"Containing more than 6,000 entries, CRC Standard Mathematical Tables and Formulas, 33rd Edition continues to provide essential formulas, tables, figures and detailed descriptions. The newest edition of this popular series also features many diagrams, group tables, and integrals that are not available online. This edition also incorporates important topics such as max plus algebra, financial options, pseudospectra, and proof methods. Newly updated topics reflecting new results include coupled analogues, general relativity, radar, and significant equations of mathematics.","CRC Press",2018-01-03,Mathematics,"mathematics, reference",,60.00,858,,,,,,,,,," Not begun"," "," ",2023-10-14,1
book,"Analects of Confucius - A New-Millennium Bilingual Edition","Li, David H.",Li,Li,9780963785282,0963785281,"Features of this New-Millennium Bilingual Edition of the Analects of Confucius: - The translator: native fluency in Chinese, 65 years of exposure to English - The translation focuses on: truthfulness, clarity, elegance - The annotation: full background on Chinese history and geopolitical environment in Confucius's time; some 500 footnotes - The chronology: a year-by-year account of Confucius's life - Three key-word indexes: disciples, other persons, subject","Premier Pub Co",1999-04-28,Philosophy,"chinese, history, philosophy","Features of this New-Millennium Bilingual Edition of the Analects of Confucius: - The translator: native fluency in Chinese, 65 years of exposure to English - The translation focuses on: truthfulness, clarity, elegance - The annotation: full background on Chinese history and geopolitical environment in Confucius's time; some 500 footnotes - The chronology: a year-by-year account of Confucius's life - Three key-word indexes: disciples, other persons, subject",35.00,285,,,,,,,,,," Not begun"," "," ",2023-10-14,1
book,"Points of View: Revised Edition","James Moffett, Kenneth R. McElheny",James,Moffett,9780451628725,0451628721,"Since its original publication in 1966, this volume has attained classic status. Now its contents have been updated and its cultural framework enlarged by the orginal editors. Many of the 44 stories come from a new writing generation with a contemporary consciousness, and this brilliant blending of masters of the past and the brightest talents of the present achieves the goal of making a great collection even greater.",Signet,1995-08-01,Fiction,"anthology, collection, fiction","Since its original publication in 1966, this volume has attained classic status. Now its contents have been updated and its cultural framework enlarged by the orginal editors. Many of the 44 stories come from a new writing generation with a contemporary consciousness, and this brilliant blending of masters of the past and the brightest talents of the present achieves the goal of making a great collection even greater.",10.00,608,,,,,,,,,," Not begun"," "," ",2023-10-14,1
book,"The Game Master's Book of Astonishing Random Tables","Ben Egloff, Robbie Daymond (Introduction by), Matt Forbeck (Contribution by)",Ben,Egloff,9781956403251,1956403256,"More than 300 random tables designed to help you build a new world from scratch or take your existing RPG campaign to new levels of creativity and excitement, plus 3 exciting one-shot adventures! While The Game Master's Book of Astonishing Random Tables is not a wondrous item, you'd be forgiven for assuming it has magical properties. That's because within these pages are countless adventure hooks - side quests and travel complications and chase sequences and skill challenges and other encounters suitable for any environment. And that's just one section. These table results aren't just short line listings of random answers either. Inside, you'll find rich, fully examined results and supplemental pieces of text that provide you with all the information you need to use them effectively. With this book by your side, you can develop an entire campaign setting, its pantheon, its various continental forms and proclivities of its population. From the big questions (""Where does magic come from?,"" ""Who's in charge?,"" ""Why are we at war with our neighbors?"") down to the most minute detail (""Can my party avoid paying property taxes on their new keep if it's actually an instant fortress?""), this book has you covered. Develop a rich tapestry of trade and commerce by randomizing your realms economy or find out who's really pulling the strings by rolling on the Puppet Government table. Want more ideas? How about a table or curses or dreams or wild magic results or spell scroll side effects or a random potions generator or a list of things your party shouldn't tough (but probably will)? All those and much, much more are waiting within. So relax, unwind and unleash the unknown. By letting this book spark your creativity and set the stage for each session, you can focus on the important things like how to properly destroy that instant fortress).","Topix Media Lab",2023-06-20,D&amp;D,"fantasy, fiction, reference, rpg",,22.50,288,,,,,,,,,," Not begun"," "," ",2023-10-14,1
book,"Table Fables: A collection of tables for the weary game master","Madeline Hale",Madeline,Hale,9781542678599,1542678595,"Do you play Dungeons and Dragons, Pathfinder or some other obscure brand of fantasy tabletop role-playing game? Do you enjoy lists of magical items, fantastical weapons, dubious potions and fascinating books? Do you tire of your players asking difficult questions, like ‘what is in the dead guy’s pocket?’ or ‘what is on this tavern’s menu?’ or other such wearisome inquiries concerning details you had no time to prepare for? Well, then this is the book for you.   Table Fables is filled over eighty illustrated pages of lists and generators designed to be useful to game masters, young and wizened alike.","CreateSpace Independent Publishing Platform",2017-02-02,D&amp;D,"fantasy, fiction, reference, rpg",,10.00,84,,,,,,,,,," Not begun"," "," ",2023-10-30,1
book,"Table Fables II: The World-Builder's Handbook","Madeline Hale",Madeline,Hale,9781983428005,1983428000,"Tabletop RPGs such as Dungeons &amp; Dragons and Pathfinder are amazing things, but no matter which edition you play, the characters always need an interesting world to explore. Building these unique, colorful, vibrant worlds can be a heavy burden to bear. Table Fables II: The World-Builder's Handbook is a labor of love – over 100 illustrated pages of tables and generators designed to make the burden of being a world-builder a little easier. Every table is focused on creating unique lands and filling them with adventures and encounters for your players. Just a few of the tables include: a full dungeon generator, quest generators, loot tables, villain motives, planet builders and god generators, all compiled to help you create an interesting and memorable world. Whether you are new to the world of tabletop gaming or a veteran, Table Fables II: The World-Builder’s Handbook will help you uncover a unique world of magic for you and your players. Thanks for reading, and happy gaming.","CreateSpace Independent Publishing Platform",2018-01-20,D&amp;D,"fantasy, fiction, reference, rpg",,10.00,104,,,,,,,,,," Not begun"," "," ",2023-11-13,1
book,"Selected Federalist Papers","Alexander Hamilton, James Madison, John Jay",Alexander,Hamilton,9780486415987,0486415988,"Brilliant essays comprising a masterful exposition and defense of the proposed federal system of government and of the Constitution's carefully architected system of checks and balances. This volume contains 35 of the most famous and important pieces, concerning impeachment, dangers from foreign arms and influence, the need for a power of taxation, freedom of the press and the inadvisability of a bill of rights, the three-fifths rule for counting slaves, and much else.","Dover Publications",2001-05-18,History,"history, policy, primary source, us history",https://guides.loc.gov/federalist-papers/full-text,5.00,224,,,,,,,,,," Not begun"," "," ",2023-11-20,1
book,"Handbook of United States Coins","R. S. Yeoman",R.,Yeoman,,,"15th Edition","Whitman Publishing Company",1957-01-01,Coins,"antique, coins, reference","Belonged to my great-grandmother (Virginia Coleman)",10.00,127,,,,,,,,,," Not begun"," "," ",2023-11-26,1
book,"高等学校　新編 数学１","永尾 ほか",永尾,ほか,978441080107,,"Japanese High School math book",数研出版,2011-01-01,,,,5.00,192,,,,,,,,,," Not begun"," "," ",2023-11-26,1
book,"The Musician's Manuscript -- 10 Stave Full Size","Alfred Music (Other)",Alfred,Music,9781843285038,1843285037,"The finest quality paper, ideal for pencil, ink, ballpoint, and water-based fiber-tip pens. For the future composers of the world preparing to write their first major work.","International Music Publications, Limited",2003-07-01,,,,,64,,,,,,,,,," Not begun"," "," ",2023-11-26,1
book,"Complex Variables &amp; Applications 6th Edition","James Ward Brown, Ruel Vance Churchill",James,Brown,9780070084964,0070084963,"This text is part of the International Series in Pure and Applied Mathematics. It is designed for junior, senior, and first-year graduate students in mathematics and engineering. This edition preserves the basic content and style of earlier editions and includes many new and relevant applications which are introduced early in the text.","Mcgraw-Hill College",1995-10-01,Mathematics,"math, reference, textbook","Outdated by 9th edition",8.00,,,,,,,,,,," Not begun"," "," ",2023-11-26,1
book,"Bungo Manual: Selected Reference Materials for Students of Classical Japanese (Cornell East Asia, No. 48) (Cornell University East Asia Papers,)","Helen C. McCullough",Helen,McCullough,9780939657483,0939657481,"This small handbook is designed primarily as a reference tool for students of classical Japanese (bungo) who possess a working knowledge of the modern language. The first of its two main sections discusses suffixes attached to each of the verbal bases recognized by Japanese grammarians; the second treats important particles and miscellaneous parts of speech in alphabetical order. A table lists suffixes and their bases in alphabetical order, with cross references to the first section; three others show modern and classical verb and adjective categories and their bases. There are also short sections on grammatical patterns, respect verbs, sound changes, and traditional kana usage. Now includes a six-page index compiled by John Wallace, University of Wisconsin-Madison.","Cornell Univ East Asia Program",1988-06-01,Japanese,"classical-japanese, japanese, language",,,89,,,,,,,,,," Not begun"," "," ",2023-12-31,1
book,こんなに面白かった「百人一首」,,,,9784569674209,4569674208,"「百人一首」が詠うのは、恋に悩み、仕事に疲れ、自然に感動する普通の人間の姿だった! 古典がぐっと身近になる、全く新しい入門書。",PHP研究所,2010-04-01,,,,,285,,,,,,,,,," Not begun"," "," ",2023-12-31,1
book,"The Life and Opinions of Tristram Shandy, Gentleman (Oxford World's Classics)","Laurence Sterne",Laurence,Sterne,9780199532896,0199532893,"At once endlessly facetious and highly serious, Sterne&#039;s great comic novel contains some of the best-known and best-loved characters in English literature--including Uncle Toby, Corporal Trim, Parson Yorick, and Dr. Slop--and boasts one of the most innovative and whimsical narrative styles in all literature. This revised edition of Sterne&#039;s extraordinary novel retains the text based on the first editions of the original nine volumes (with Sterne&#039;s later changes), adds two illustrations by William Hogarth, and expands and updates the introduction, bibliography, and notes, to make this the most critically up-to-date edition available. The text of the novel preserves, as far as possible, the appearance of Sterne&#039;s idiosyncratic typography and features such as black pages, marbled pages, blank pages, missing chapters and other devices. The introduction sheds light on the novel&#039;s innovations and influence and provides a biographical account of the author. Comprehensive notes identify the profusion of references and reveal previously overlooked sources. The book will appear in time for the 250th anniversary of the publication of first two volumes.About the Series: For over 100 years Oxford World&#039;s Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford&#039;s commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.","Oxford University Press",2009-12-13,,,,,640,,,,,,,,,," Not begun"," "," ",2023-12-31,1
book,"Japan Yesterday and Today","Ray Downs",Ray,Downs,97805526539,0552653942,"Series of essays on Japan",,1970-01-01,History,"essays, history, japanese history, nonfiction, office, shelf-1","Collection of essays from different authors published ~1970

Quite out of date, but interesting for the perspective at the time",5.00,256,,,,,,,,,," Not begun"," "," ",2024-06-16,1
book,"How to Slay a Dragon","Cait Stevenson",Cait,Stevenson,9781982164119,1982164115,"Grab your magical sword and take the place of your favorite fantasy character with this fun and historically accurate how-to guide to solving epic quests. What should you ask a magic mirror? How do you outwit a genie? Where should you dig for buried treasure? Fantasy media's favorite clichés get new life from How to Slay a Dragon: A Fantasy Hero's Guide to the Real Middle Ages, a historically accurate romp through the medieval world. Each entry presents a trope from video games, books, movies, or TV--such as saving the princess or training a wizard--as a problem for you to solve, as if you were the hero of your own fantasy quest. Through facts sourced from a rich foundation of medieval sources, you will learn how your magical problems were solved by people in the actual Middle Ages. Divided into thematic subsections based on typical stages in a fantastical epic, and inclusive of race, gender, and continent, How to Slay a Dragon is perfect if you're curious to learn more about the time period that inspired some of your favorite magical worlds or longing to know what it would be like to be the hero of your own mythical adventure.","Simon &amp; Schuster",2021-08-17,History,"european history, history, office, shelf-1","AskHistorians moderator",15.00,224,,,,,,,,,," Completed"," "," ",2024-06-23,1
book,"Discipline &amp; Punish: The Birth of the Prison","Michel Foucault",Michel,Foucault,9780679752554,0679752552,"In this brilliant work, the most influential philosopher since Sartre suggests that such vaunted reforms as the abolition of torture and the emergence of the modern penitentiary have merely shifted the focus of punishment from the prisoner's body to his soul.",Vintage,1995-04-25,Philosophy,"criminal justice, history, office, philosophy, shelf-1, society",,5.00,352,,,,,,,,,," Not begun"," "," ",2024-06-23,1
book,"Open Borders","Bryan Caplan, Zach Wienersmith (Illustrator)",Bryan,Caplan,9781250316967,1250316960,"Economist Bryan Caplan makes a bold case for unrestricted immigration in this fact-filled graphic nonfiction. American policy-makers have long been locked in a heated battle over whether, how many, and what kind of immigrants to allow to live and work in the country. Those in favor of welcoming more immigrants often cite humanitarian reasons, while those in favor of more restrictive laws argue the need to protect native citizens. But economist Bryan Caplan adds a new, compelling perspective to the immigration debate: He argues that opening all borders could eliminate absolute poverty worldwide and usher in a booming worldwide economy--greatly benefiting humanity. With a clear and conversational tone, exhaustive research, and vibrant illustrations by Zach Weinersmith, Open Borders makes the case for unrestricted immigration easy to follow and hard to deny.","Roaring Brook Press",2019-10-29,,,,,256,,,,,,,,,," Not begun"," "," ",2024-06-23,1
book,"On the Edge","Nate Silver",Nate,Silver,9781594204128,1594204128,"""Engaging and entertaining... a glimpse of the economy of the future."" --Tim Wu, New York Times Book Review From the New York Times bestselling author of The Signal and the Noise, the definitive guide to our era of risk--and the players raising the stakes In the bestselling The Signal and the Noise, Nate Silver showed how forecasting would define the age of Big Data. Now, in this timely and riveting new book, Silver investigates ""the River,"" the community of like-minded people whose mastery of risk allows them to shape--and dominate--so much of modern life. These professional risk-takers--poker players and hedge fund managers, crypto true believers and blue-chip art collectors--can teach us much about navigating the uncertainty of the twenty-first century. By immersing himself in the worlds of Doyle Brunson, Peter Thiel, Sam Bankman-Fried, Sam Altman, and many others, Silver offers insight into a range of issues that affect us all, from the frontiers of finance to the future of AI. Most of us don't have traits commonly found in the River: high tolerance for risk, appreciation of uncertainty, affinity for numbers--paired with an instinctive distrust of conventional wisdom and a competitive drive so intense it can border on irrational. For those in the River, complexity is baked in, and the work is how to navigate it. People in the River have increasing amounts of wealth and power in our society, and understanding their mindset--and the flaws in their thinking-- is key to understanding what drives technology and the global economy today. Taking us behind the scenes from casinos to venture capital firms, and from the FTX inner sanctum to meetings of the effective altruism movement, On the Edge is a deeply reported, all-access journey into a hidden world of power bro­kers and risk-takers.","Penguin Publishing Group",2024-08-13,Mathematics,"american, culture, nonfiction, politics, statistics",,20.00,576,,,,,,,,,," Not begun"," "," ",2025-01-11,1
